date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site,marketing_channel
27/11/2020,3634,509,credit,21.37,5.1,7,YouTube Ads
27/11/2020,15402,509,credit,140.25,12.9,9,Facebook Ads
27/11/2020,14321,507,credit,54.82,20,11,Organic/Direct
27/11/2020,3576,507,credit,95.48,18.8,13,Facebook Ads
27/11/2020,5479,514,credit,88.76,23.1,9,Facebook Ads
27/11/2020,8498,505,credit,175.63,8.6,16,Google Search Ads
27/11/2020,2528,514,credit,743.22,55.7,63,Facebook Ads
27/11/2020,15097,509,credit,230.75,26.7,21,Google Search Ads
27/11/2020,12798,502,credit,323.33,12.7,27,YouTube Ads
27/11/2020,8298,515,credit,41.08,26.1,7,Google Search Ads
27/11/2020,17904,504,credit,145.64,10.4,15,Facebook Ads
27/11/2020,5510,510,credit,299.12,27.4,21,Email Marketing
27/11/2020,15561,512,credit,11.46,5.6,6,Organic/Direct
27/11/2020,13223,509,credit,220.77,35,12,Google Search Ads
27/11/2020,6815,511,credit,763.61,32.3,53,Facebook Ads
27/11/2020,8645,513,credit,105.61,32.6,7,Facebook Ads
27/11/2020,12554,503,credit,311.39,21.3,16,YouTube Ads
27/11/2020,9690,513,credit,58.64,58.3,6,Google Search Ads
27/11/2020,7165,512,credit,34.83,7.6,6,Organic/Direct
27/11/2020,3665,513,credit,52.04,13.3,7,Organic/Direct
27/11/2020,3008,506,credit,567.25,24.7,52,YouTube Ads
27/11/2020,2113,513,credit,449.6,59.3,16,Google Search Ads
27/11/2020,15659,503,credit,202.66,25.7,23,YouTube Ads
27/11/2020,15065,505,credit,76.94,13.6,11,Facebook Ads
27/11/2020,6301,503,credit,590.31,17.9,51,Google Search Ads
27/11/2020,558,501,credit,3.54,9.5,6,YouTube Ads
27/11/2020,5683,503,credit,113.82,33.8,15,Organic/Direct
27/11/2020,1849,502,credit,101.1,15.7,16,Facebook Ads
27/11/2020,15670,515,credit,51.85,7.5,11,YouTube Ads
27/11/2020,8937,509,credit,368.62,53.7,21,Google Search Ads
27/11/2020,11747,511,credit,104.95,17,15,Google Search Ads
27/11/2020,509,505,credit,536.32,54,20,Facebook Ads
27/11/2020,10060,513,credit,920.01,90.6,81,YouTube Ads
27/11/2020,12413,514,credit,124.72,18.5,13,Organic/Direct
27/11/2020,203,507,credit,176.75,41,8,Organic/Direct
27/11/2020,835,514,credit,283.13,17.8,11,Email Marketing
27/11/2020,19160,515,credit,155.67,15,11,Organic/Direct
27/11/2020,12932,510,credit,83.04,52.7,12,Google Search Ads
27/11/2020,16124,510,credit,7.69,10.5,6,Organic/Direct
27/11/2020,6596,506,credit,476.73,28.2,17,YouTube Ads
27/11/2020,17087,515,credit,287.87,11.2,25,YouTube Ads
27/11/2020,2764,508,credit,181.24,12.9,12,Facebook Ads
27/11/2020,4594,505,credit,261.89,46.5,23,Email Marketing
27/11/2020,2875,515,credit,637.67,67.7,19,Email Marketing
27/11/2020,9643,507,credit,72.04,23.8,7,Organic/Direct
27/11/2020,6006,510,credit,95.05,11.2,10,Google Search Ads
27/11/2020,1733,502,credit,504.73,44.1,50,Google Search Ads
27/11/2020,8264,512,credit,31.63,19,6,Email Marketing
27/11/2020,10931,501,credit,487.88,31,33,Organic/Direct
27/11/2020,6502,505,credit,148.97,17.8,8,Google Search Ads
27/11/2020,7236,502,credit,135.73,42.4,13,Organic/Direct
27/11/2020,16427,512,credit,204.14,12.3,23,YouTube Ads
27/11/2020,16728,510,credit,29.05,19.3,8,Facebook Ads
27/11/2020,3949,509,credit,768.93,63.5,61,Facebook Ads
27/11/2020,1973,502,credit,172.42,43.5,15,Organic/Direct
27/11/2020,15433,504,credit,9.13,7.2,6,Email Marketing
27/11/2020,4942,506,credit,121.6,4.4,9,Facebook Ads
27/11/2020,1751,504,credit,104.23,22,9,Email Marketing
27/11/2020,1151,503,credit,57.49,5.5,11,Google Search Ads
27/11/2020,15740,501,credit,31.63,42.1,8,Email Marketing
27/11/2020,17586,513,credit,400.27,54.5,34,Google Search Ads
27/11/2020,17536,514,credit,308.73,43.3,22,Facebook Ads
27/11/2020,14155,514,credit,35.3,24.8,9,Organic/Direct
27/11/2020,2674,502,credit,141.75,16.6,12,Facebook Ads
27/11/2020,8190,515,credit,207.17,10.5,10,Organic/Direct
27/11/2020,1631,508,credit,68.92,18.5,12,Email Marketing
27/11/2020,4942,515,credit,455.42,49.1,51,YouTube Ads
27/11/2020,3022,515,credit,6.51,14.9,6,Facebook Ads
27/11/2020,17394,506,credit,119.17,79.7,10,Email Marketing
27/11/2020,4511,507,credit,74.98,11.8,12,Organic/Direct
27/11/2020,4844,505,credit,693.74,56,54,Facebook Ads
27/11/2020,11594,513,credit,737.69,69.7,9,Email Marketing
27/11/2020,4123,504,credit,901.94,68.4,95,Organic/Direct
27/11/2020,14853,512,credit,535.05,91.6,25,Email Marketing
27/11/2020,14993,506,credit,101.49,26.8,12,Google Search Ads
27/11/2020,16361,505,credit,66.82,55.5,8,Organic/Direct
27/11/2020,18208,504,credit,197.48,27.3,23,Facebook Ads
27/11/2020,15466,507,credit,390.03,22.7,21,Email Marketing
27/11/2020,4122,501,credit,375.81,60,23,Email Marketing
27/11/2020,17276,507,credit,90.99,5.7,12,Facebook Ads
27/11/2020,19251,502,credit,544.28,36.1,59,Email Marketing
27/11/2020,5650,512,credit,132.68,11,7,Organic/Direct
27/11/2020,7515,506,credit,146.95,19.8,19,Google Search Ads
27/11/2020,8564,510,credit,126.93,17.5,9,YouTube Ads
27/11/2020,2340,504,credit,757.88,66.4,71,YouTube Ads
27/11/2020,9675,504,credit,75.03,19.3,6,Email Marketing
27/11/2020,7941,511,credit,8,13,6,Google Search Ads
27/11/2020,7496,501,credit,194.88,33.2,24,Google Search Ads
27/11/2020,5378,509,credit,580.67,38,19,Email Marketing
27/11/2020,14023,515,credit,141.8,22,13,Facebook Ads
27/11/2020,13766,512,credit,519.01,64.8,27,Facebook Ads
27/11/2020,1279,509,credit,264.23,6,22,Organic/Direct
27/11/2020,3439,512,credit,30.92,33.7,9,Email Marketing
27/11/2020,4501,505,credit,245.76,28.4,28,Facebook Ads
27/11/2020,12172,510,credit,104.48,13.3,9,Organic/Direct
27/11/2020,18712,504,credit,167.05,23.4,18,Google Search Ads
27/11/2020,12397,506,credit,265.04,17,12,Organic/Direct
27/11/2020,17407,512,credit,262.71,24.4,30,Email Marketing
27/11/2020,891,509,credit,56.42,21.6,8,YouTube Ads
27/11/2020,18582,501,credit,87.16,13.9,14,Google Search Ads
27/11/2020,4616,503,credit,240.61,28.9,9,Email Marketing
27/11/2020,17428,505,credit,233.51,4.1,21,Organic/Direct
27/11/2020,4226,514,credit,53.27,15.6,11,Organic/Direct
27/11/2020,6687,507,credit,243.2,37.1,9,YouTube Ads
27/11/2020,975,509,credit,247.72,19.7,15,YouTube Ads
27/11/2020,4178,508,credit,116.61,3.4,8,Email Marketing
27/11/2020,2482,501,credit,430.97,52.6,15,Email Marketing
27/11/2020,6451,514,credit,146,19.4,20,Organic/Direct
27/11/2020,19505,514,credit,296.39,36.6,9,YouTube Ads
27/11/2020,14514,507,credit,245.23,40.9,29,Facebook Ads
27/11/2020,2589,515,credit,493.09,37.3,36,Google Search Ads
27/11/2020,11736,508,credit,153.04,24.3,20,Email Marketing
27/11/2020,7651,515,credit,156.38,19.7,12,Google Search Ads
27/11/2020,10417,513,credit,138.43,7.2,11,Google Search Ads
27/11/2020,16098,502,credit,186.79,10.7,24,Organic/Direct
27/11/2020,5755,508,credit,380.47,39,22,Google Search Ads
27/11/2020,4620,503,credit,61.36,15.3,12,Google Search Ads
27/11/2020,15952,513,credit,232.03,27,20,Google Search Ads
27/11/2020,14114,510,credit,2.11,25.9,6,YouTube Ads
27/11/2020,13160,515,credit,94.35,28.4,9,Facebook Ads
27/11/2020,8631,503,credit,883.77,15.4,71,Google Search Ads
27/11/2020,11249,505,credit,402.69,50.3,23,Organic/Direct
27/11/2020,11550,503,credit,102.74,50.2,13,YouTube Ads
27/11/2020,12182,515,credit,0.93,30.6,6,Organic/Direct
27/11/2020,1411,508,credit,121,10.9,11,Organic/Direct
27/11/2020,17366,512,credit,306.34,8.2,20,YouTube Ads
27/11/2020,13558,507,credit,209.23,11.4,8,YouTube Ads
27/11/2020,1992,505,credit,1365.47,69.7,129,Email Marketing
27/11/2020,1471,511,credit,26.68,8.7,7,Google Search Ads
27/11/2020,18938,515,credit,28.62,16.5,6,Email Marketing
27/11/2020,15545,512,credit,658.76,31.1,62,Organic/Direct
27/11/2020,14516,511,credit,3.39,14.3,6,Organic/Direct
27/11/2020,1318,509,credit,23.35,3.7,8,YouTube Ads
27/11/2020,16089,510,credit,452.88,93.1,12,Organic/Direct
27/11/2020,2375,506,credit,219.57,34.6,16,YouTube Ads
27/11/2020,13225,506,credit,159.83,32.4,6,YouTube Ads
27/11/2020,4765,501,credit,189.47,35.7,20,YouTube Ads
27/11/2020,15407,508,credit,198.05,31.9,22,YouTube Ads
27/11/2020,12859,512,credit,37.49,15.5,9,Facebook Ads
27/11/2020,14971,506,credit,326.89,33.6,28,Google Search Ads
27/11/2020,11959,505,credit,87.05,21.2,8,Google Search Ads
27/11/2020,7043,515,credit,156.29,15.8,17,Organic/Direct
27/11/2020,9774,510,credit,81.1,39.5,10,Organic/Direct
27/11/2020,17691,507,credit,127.86,15.3,13,YouTube Ads
27/11/2020,12005,513,credit,1083.66,81.1,22,YouTube Ads
27/11/2020,7350,507,credit,274.6,7,28,Email Marketing
27/11/2020,4671,501,credit,400.83,44.1,23,YouTube Ads
27/11/2020,12050,515,credit,354.41,42.9,18,Organic/Direct
27/11/2020,1261,509,credit,66.08,12.6,9,Facebook Ads
27/11/2020,2711,510,credit,27.77,13.1,8,Organic/Direct
27/11/2020,19442,514,credit,135.59,30.8,16,Google Search Ads
27/11/2020,14018,514,credit,245.87,14.1,7,Organic/Direct
27/11/2020,12641,504,credit,515.56,56.4,45,Organic/Direct
27/11/2020,17334,512,credit,417.84,37.3,44,Facebook Ads
27/11/2020,11349,512,credit,153.97,14.5,7,Google Search Ads
27/11/2020,9664,504,credit,370.72,9,41,Email Marketing
27/11/2020,17821,505,credit,154.55,20.4,10,YouTube Ads
27/11/2020,4339,515,credit,217.19,34.1,9,Google Search Ads
27/11/2020,18782,504,credit,238.12,23.3,11,Facebook Ads
27/11/2020,11113,511,credit,593.77,32.1,38,Email Marketing
27/11/2020,5119,512,credit,59.26,25.5,9,Email Marketing
27/11/2020,12878,507,credit,659.23,47.9,34,Facebook Ads
27/11/2020,3487,502,credit,20.99,17.1,7,Google Search Ads
27/11/2020,13006,514,credit,700.45,38.2,44,Organic/Direct
27/11/2020,12809,515,credit,356.62,5.1,23,YouTube Ads
27/11/2020,11397,505,credit,429.9,96.4,46,Organic/Direct
27/11/2020,17630,514,credit,181.86,20.2,18,Email Marketing
27/11/2020,501,511,credit,24.68,22.5,8,Email Marketing
27/11/2020,5048,515,credit,373.52,15.6,40,Google Search Ads
27/11/2020,18955,506,credit,441.2,57.9,15,YouTube Ads
27/11/2020,1032,504,credit,43.81,13.2,10,Email Marketing
27/11/2020,3437,512,credit,131.15,6.7,7,Organic/Direct
27/11/2020,9295,510,credit,75.29,37.5,9,YouTube Ads
27/11/2020,697,515,credit,120.12,26.3,8,Facebook Ads
27/11/2020,10963,510,credit,1382.32,57.8,21,Google Search Ads
27/11/2020,10947,503,credit,109.82,36.6,13,Google Search Ads
27/11/2020,6237,503,credit,836.31,100.5,82,Email Marketing
27/11/2020,7324,512,credit,107.96,24.8,12,Organic/Direct
27/11/2020,13151,512,credit,799.84,93.5,28,Email Marketing
27/11/2020,19998,508,credit,90.39,9.7,7,Google Search Ads
27/11/2020,5344,502,credit,37.71,24.1,8,Google Search Ads
27/11/2020,19798,503,credit,421.99,62.7,34,Google Search Ads
27/11/2020,19402,508,credit,179.95,28.8,14,YouTube Ads
27/11/2020,5363,502,credit,183.45,16.9,21,Facebook Ads
27/11/2020,2194,509,credit,51.24,14,8,Organic/Direct
27/11/2020,19632,503,credit,403.82,39.6,8,Email Marketing
27/11/2020,5658,511,credit,2.88,4,6,Facebook Ads
27/11/2020,8299,503,credit,120.02,23.1,11,Organic/Direct
27/11/2020,15481,506,credit,504.47,70.8,36,Google Search Ads
27/11/2020,2250,513,credit,313.56,48.2,6,Organic/Direct
27/11/2020,11699,513,credit,2.67,20.3,6,Google Search Ads
27/11/2020,19911,514,credit,573.62,35.2,14,Organic/Direct
27/11/2020,19590,510,credit,503.54,28.3,34,YouTube Ads
27/11/2020,1278,507,credit,0.96,12.2,6,Email Marketing
27/11/2020,5611,509,credit,455,73.7,16,Facebook Ads
27/11/2020,18651,515,credit,324.69,31.2,32,Organic/Direct
27/11/2020,13720,502,credit,15.46,48.5,7,Organic/Direct
27/11/2020,7744,515,credit,31.97,10.1,7,YouTube Ads
27/11/2020,14107,506,credit,828.81,74.1,79,Facebook Ads
27/11/2020,18280,503,credit,92.52,40.1,13,Organic/Direct
27/11/2020,398,509,credit,0.71,18.2,6,Email Marketing
27/11/2020,7270,503,credit,236.13,36.6,14,Google Search Ads
27/11/2020,991,505,credit,76.82,20.9,10,Organic/Direct
27/11/2020,9013,514,credit,369.76,47.8,40,Google Search Ads
27/11/2020,8710,504,credit,107.75,51.5,9,Email Marketing
27/11/2020,19064,502,credit,119.05,78,12,Facebook Ads
27/11/2020,791,502,credit,87.81,15,7,YouTube Ads
27/11/2020,15439,515,credit,315.8,19.7,21,Facebook Ads
27/11/2020,14067,510,credit,2.11,3.1,6,Email Marketing
27/11/2020,3310,515,credit,534.76,54.5,16,Organic/Direct
27/11/2020,6486,514,credit,358.05,6.7,34,Facebook Ads
27/11/2020,12108,512,credit,14.8,2.7,7,YouTube Ads
27/11/2020,14622,509,credit,90.38,86.2,11,Email Marketing
27/11/2020,15122,506,credit,282.78,22.5,24,Organic/Direct
27/11/2020,18381,504,credit,60.77,49.1,10,Email Marketing
27/11/2020,4145,510,credit,56.39,2,8,Facebook Ads
27/11/2020,12703,506,credit,538.97,29.1,56,Email Marketing
27/11/2020,3048,505,credit,320.76,22.3,38,YouTube Ads
27/11/2020,12279,507,credit,443.3,27,38,Organic/Direct
27/11/2020,17152,501,credit,333.63,21.3,25,Facebook Ads
27/11/2020,4950,515,credit,165.05,32.2,19,YouTube Ads
27/11/2020,16863,510,credit,444.4,54.2,49,YouTube Ads
27/11/2020,2336,507,credit,174.46,23.7,10,Google Search Ads
27/11/2020,19121,511,credit,1.87,10.9,6,Organic/Direct
27/11/2020,17392,513,credit,390.94,55.1,38,Organic/Direct
27/11/2020,5007,513,credit,81.41,45.7,11,Email Marketing
27/11/2020,15670,510,credit,15.26,10.1,7,Facebook Ads
27/11/2020,10747,510,credit,264.27,4.5,27,Google Search Ads
27/11/2020,10605,511,credit,425.19,38.7,8,Facebook Ads
27/11/2020,13601,510,credit,238.14,36.1,19,Facebook Ads
27/11/2020,460,515,credit,209.84,21.5,19,Google Search Ads
27/11/2020,7446,511,credit,441.81,62.5,20,Google Search Ads
27/11/2020,16806,512,credit,104.44,20.9,7,Email Marketing
27/11/2020,6296,511,credit,84.68,34.4,7,Organic/Direct
27/11/2020,4398,512,credit,43.69,9.5,8,YouTube Ads
27/11/2020,11873,509,credit,68.81,6.4,8,Organic/Direct
27/11/2020,18609,509,credit,1229.96,38.4,105,Email Marketing
27/11/2020,10691,502,credit,20.11,38.2,7,YouTube Ads
27/11/2020,9994,506,credit,439.96,52.9,14,Google Search Ads
27/11/2020,5012,505,credit,17.52,87.1,7,Google Search Ads
27/11/2020,7919,511,credit,13.77,52.3,7,YouTube Ads
27/11/2020,4535,503,credit,90.14,24.6,11,Google Search Ads
27/11/2020,17948,512,credit,615.72,46.8,20,YouTube Ads
27/11/2020,5390,513,credit,48.93,17.7,8,Email Marketing
27/11/2020,11180,503,credit,160.85,33.7,8,Google Search Ads
27/11/2020,8930,502,credit,93.57,9.7,9,Google Search Ads
27/11/2020,15429,513,credit,355.45,39.5,37,Facebook Ads
27/11/2020,4429,509,credit,74.42,13.9,9,Email Marketing
27/11/2020,11066,507,credit,1183.92,50.6,37,Email Marketing
27/11/2020,7568,504,credit,38.85,12.4,10,Email Marketing
27/11/2020,8596,505,credit,26.08,21.5,7,Email Marketing
27/11/2020,437,504,credit,84.14,14.5,12,Email Marketing
27/11/2020,5788,512,credit,498.8,46.3,8,Email Marketing
27/11/2020,6216,508,credit,726.64,9.4,34,Email Marketing
27/11/2020,5107,514,credit,162.12,33.6,19,Email Marketing
27/11/2020,7456,503,credit,112.35,21,16,Email Marketing
27/11/2020,8032,505,credit,171.41,59.3,20,Email Marketing
27/11/2020,8910,506,credit,342,58,18,Email Marketing
27/11/2020,17246,514,credit,707.23,21.6,20,Email Marketing
27/11/2020,1300,502,credit,54.89,8.4,7,Email Marketing
27/11/2020,14749,510,credit,564.57,18.6,12,Email Marketing
27/11/2020,19044,503,credit,32.98,28.8,7,Email Marketing
27/11/2020,13447,509,credit,77.19,20.1,12,Email Marketing
27/11/2020,7445,502,credit,66.8,8.6,9,Email Marketing
27/11/2020,16355,505,credit,84.49,15.6,7,Email Marketing
27/11/2020,11928,510,credit,12.91,22.4,6,Email Marketing
27/11/2020,16191,510,credit,835.61,68.6,86,Email Marketing
27/11/2020,14392,512,credit,451.97,42,48,Email Marketing
27/11/2020,16399,514,credit,69.33,9.6,10,Email Marketing
27/11/2020,1974,513,credit,353.5,41,23,Email Marketing
27/11/2020,16236,509,credit,117.16,39.3,15,Email Marketing
27/11/2020,17703,510,credit,7.14,4.7,6,Email Marketing
27/11/2020,6668,507,credit,435.92,58.7,17,Email Marketing
27/11/2020,11139,510,credit,70.02,18.6,13,Email Marketing
27/11/2020,13927,515,credit,98.55,8.5,8,Email Marketing
27/11/2020,10997,507,credit,98.71,22,15,Email Marketing
27/11/2020,12228,513,credit,5.53,32.4,7,Email Marketing
27/11/2020,5269,512,credit,203.56,14.3,17,Email Marketing
27/11/2020,1945,501,credit,56.5,38.9,8,Email Marketing
27/11/2020,14162,504,credit,695.3,23.3,36,Email Marketing
27/11/2020,11566,509,credit,425.78,29.3,34,Email Marketing
27/11/2020,11037,513,credit,864.7,78.8,32,Email Marketing
27/11/2020,4144,511,credit,9.09,33.3,7,Email Marketing
27/11/2020,6671,502,credit,893.98,75,73,Email Marketing
27/11/2020,1012,506,credit,264.97,12.8,31,Email Marketing
27/11/2020,3860,513,credit,202.06,16,22,Email Marketing
27/11/2020,4774,502,credit,84.5,24.2,7,Email Marketing
27/11/2020,19588,501,credit,49.19,11.7,6,Email Marketing
27/11/2020,11320,511,credit,86.75,11.3,13,Email Marketing
27/11/2020,1960,501,credit,210.29,22.1,8,Email Marketing
27/11/2020,13662,508,credit,63.98,8,12,Email Marketing
27/11/2020,6300,507,credit,52.78,79,9,Email Marketing
27/11/2020,12774,501,credit,172.56,58.9,14,Email Marketing
27/11/2020,19751,506,credit,389.3,55.7,17,Email Marketing
27/11/2020,9187,506,credit,29.67,21.8,9,Email Marketing
27/11/2020,13912,510,credit,227.49,27.2,27,Email Marketing
27/11/2020,1441,502,credit,62.66,25.9,9,Email Marketing
27/11/2020,3105,510,credit,6.93,4.1,6,Email Marketing
27/11/2020,18177,510,credit,570.3,63.5,6,Email Marketing
27/11/2020,6940,506,credit,299.59,27.4,13,Email Marketing
27/11/2020,16090,513,credit,100.59,20.7,11,Email Marketing
27/11/2020,16914,506,credit,42.41,58.3,7,Email Marketing
27/11/2020,17394,504,credit,357.98,34.6,39,Email Marketing
27/11/2020,518,514,credit,149.02,7.9,11,Email Marketing
27/11/2020,18915,510,credit,200.49,19.2,9,Email Marketing
27/11/2020,12101,507,credit,183.78,7.1,14,Email Marketing
27/11/2020,9456,510,credit,143.87,52,14,Email Marketing
27/11/2020,14893,508,credit,29.88,44.9,6,Email Marketing
27/11/2020,6867,501,credit,205.5,10.8,13,Email Marketing
27/11/2020,13529,506,credit,139.08,13.1,8,Email Marketing
27/11/2020,14101,512,credit,425.54,69.1,40,Email Marketing
27/11/2020,14016,506,credit,97.18,8,12,Email Marketing
27/11/2020,1206,505,credit,240.74,67.1,27,Email Marketing
27/11/2020,11416,512,credit,873.02,83.1,54,Email Marketing
27/11/2020,8520,510,credit,254.85,31,14,Email Marketing
27/11/2020,7325,507,credit,48.42,22.3,9,Email Marketing
27/11/2020,12201,505,credit,233.87,31.1,26,Email Marketing
27/11/2020,3061,507,credit,221.6,56.9,23,Email Marketing
27/11/2020,16112,507,credit,171.84,8.9,11,Email Marketing
27/11/2020,6740,501,credit,447.15,3.7,46,Email Marketing
27/11/2020,19241,514,credit,88.95,30.9,9,Email Marketing
27/11/2020,14486,513,credit,565.56,44.3,18,Email Marketing
27/11/2020,9133,501,credit,1.52,24.1,6,Email Marketing
27/11/2020,4370,508,credit,336.79,40.8,13,Email Marketing
27/11/2020,12893,510,credit,173.06,72.7,14,Email Marketing
27/11/2020,14508,507,credit,223.71,20.8,13,Email Marketing
27/11/2020,1897,513,credit,237.71,49.5,7,Email Marketing
27/11/2020,10370,507,credit,296.63,26.7,28,Email Marketing
27/11/2020,4753,501,credit,374.41,21.3,33,Email Marketing
27/11/2020,8851,511,credit,142.8,24,13,Email Marketing
27/11/2020,14119,509,credit,10.98,3.8,7,Email Marketing
27/11/2020,14294,515,credit,3.4,39.3,6,Email Marketing
27/11/2020,13699,502,credit,586.71,10,11,Email Marketing
27/11/2020,13114,514,credit,389.06,38.4,15,Email Marketing
27/11/2020,17634,507,credit,1361.13,64.8,76,Email Marketing
27/11/2020,797,507,credit,29.69,2.7,6,Email Marketing
27/11/2020,8992,511,credit,14.72,21,6,Email Marketing
27/11/2020,15639,515,credit,575.43,10.1,43,Email Marketing
27/11/2020,11386,505,credit,99.92,29.3,12,Email Marketing
27/11/2020,12550,501,credit,126.04,9.2,6,Email Marketing
27/11/2020,14831,506,credit,105.74,10.6,15,Email Marketing
27/11/2020,13261,510,credit,127.94,6.7,15,Email Marketing
27/11/2020,17613,512,credit,324.89,42.6,19,Email Marketing
27/11/2020,18773,510,credit,343.78,50,38,Email Marketing
27/11/2020,4116,504,credit,140.94,7,8,Email Marketing
27/11/2020,4847,512,credit,515.58,8.2,48,Email Marketing
27/11/2020,1931,506,credit,36.61,3.5,7,Email Marketing
27/11/2020,13190,514,credit,231.74,39.7,7,Email Marketing
27/11/2020,13246,509,credit,54.93,48.9,10,Email Marketing
27/11/2020,19533,508,credit,82.99,8.5,12,Email Marketing
27/11/2020,18202,509,credit,78.69,43,11,Email Marketing
27/11/2020,2773,503,credit,78.55,7.6,12,Email Marketing
27/11/2020,15475,504,credit,240.65,12.5,13,Email Marketing
27/11/2020,13155,515,credit,816.9,111.1,68,Email Marketing
27/11/2020,8274,507,credit,721.27,58.9,10,Email Marketing
27/11/2020,2159,508,credit,81.39,19.1,10,Email Marketing
27/11/2020,11899,507,credit,103.11,14.7,15,Email Marketing
27/11/2020,13866,513,credit,191.04,3.1,16,Email Marketing
27/11/2020,4509,507,credit,46.38,8.2,7,Email Marketing
27/11/2020,8568,513,credit,1095.88,6.5,90,Email Marketing
27/11/2020,4085,508,credit,42.48,58.1,7,Email Marketing
27/11/2020,888,504,credit,56.29,13.8,11,Email Marketing
27/11/2020,3787,508,credit,17.6,8.1,6,Email Marketing
27/11/2020,1677,504,credit,318.09,23.5,10,Email Marketing
27/11/2020,18350,505,credit,478.41,23.6,53,Email Marketing
27/11/2020,1543,502,credit,956.8,65.4,95,Email Marketing
27/11/2020,6592,512,credit,266.26,18.3,31,Email Marketing
27/11/2020,8285,512,credit,39.92,15.5,8,Email Marketing
27/11/2020,4468,510,credit,42.76,7.5,7,Email Marketing
27/11/2020,3411,503,credit,102.63,8.4,13,Email Marketing
27/11/2020,5658,501,credit,180.16,77.6,8,Email Marketing
27/11/2020,8926,503,credit,17.52,6.3,8,Email Marketing
27/11/2020,7209,507,credit,89.6,10.8,10,Email Marketing
27/11/2020,10107,508,credit,654.38,54.9,56,Email Marketing
27/11/2020,16448,511,credit,178.84,22.3,17,Email Marketing
27/11/2020,8070,512,credit,258.15,16.1,13,Email Marketing
27/11/2020,11756,514,credit,77.99,9.4,10,Email Marketing
27/11/2020,2654,508,credit,508.73,65.1,39,Email Marketing
27/11/2020,19796,503,credit,296.6,26.4,27,Email Marketing
27/11/2020,13959,511,credit,110.97,38.4,12,Email Marketing
27/11/2020,16833,508,credit,143.37,33.5,10,Email Marketing
27/11/2020,1756,508,credit,50.16,17.6,7,Email Marketing
27/11/2020,14545,501,credit,321.52,45.6,37,Email Marketing
27/11/2020,13207,514,credit,292.52,21.7,12,Email Marketing
27/11/2020,1600,508,credit,894.42,102.8,7,Email Marketing
27/11/2020,4503,501,credit,358.27,35.3,27,Email Marketing
27/11/2020,2375,515,credit,922.04,102.4,65,Email Marketing
27/11/2020,2901,514,credit,104.52,9.6,13,Email Marketing
27/11/2020,3793,512,credit,559.9,25.7,16,Email Marketing
27/11/2020,11154,508,credit,196.84,19.5,18,Email Marketing
27/11/2020,3822,514,credit,80.33,58.6,9,Email Marketing
27/11/2020,4972,502,credit,144.48,19.3,15,Email Marketing
27/11/2020,14576,512,credit,294.39,10.3,21,Email Marketing
27/11/2020,4097,504,credit,259.6,31.1,28,Email Marketing
27/11/2020,18326,502,credit,531.8,97.6,46,Email Marketing
27/11/2020,12257,509,credit,203.55,16.8,20,Email Marketing
27/11/2020,17137,512,credit,60.17,15.6,7,Email Marketing
27/11/2020,7516,504,credit,170.33,19.5,16,Email Marketing
27/11/2020,2656,507,credit,385.34,55.2,37,Email Marketing
27/11/2020,8820,512,credit,444.22,21.4,23,Email Marketing
27/11/2020,1190,501,credit,148.03,23.9,7,Email Marketing
27/11/2020,2757,515,credit,163.5,8.1,22,Email Marketing
27/11/2020,11066,506,credit,218.91,55.1,8,Email Marketing
27/11/2020,2176,511,credit,821.58,77.6,51,Email Marketing
27/11/2020,17134,501,credit,3.09,14.4,6,Email Marketing
27/11/2020,11768,506,credit,67.72,24,6,Email Marketing
27/11/2020,9613,512,credit,63.45,6.5,11,Email Marketing
27/11/2020,17753,506,credit,159.37,9.6,12,Email Marketing
27/11/2020,9054,502,credit,483.72,53.1,47,Email Marketing
27/11/2020,7529,502,credit,157.66,23.8,12,Email Marketing
27/11/2020,7527,511,credit,349.74,33.3,14,Email Marketing
27/11/2020,8592,511,credit,125.43,20.6,15,Email Marketing
27/11/2020,13195,513,credit,284.93,132.6,21,Email Marketing
27/11/2020,19985,502,credit,332.14,42.8,10,Email Marketing
27/11/2020,19363,513,credit,80.11,39.2,7,Email Marketing
27/11/2020,9349,505,credit,54.54,7.4,11,Email Marketing
27/11/2020,12630,504,credit,88.26,16.1,13,Email Marketing
27/11/2020,14594,508,credit,639.42,41.7,33,Email Marketing
27/11/2020,10029,502,credit,493.11,76,20,Email Marketing
27/11/2020,12660,501,credit,64.16,45.2,12,Email Marketing
27/11/2020,12018,514,credit,221.31,70,7,Email Marketing
27/11/2020,3019,511,credit,213.42,47.3,26,Email Marketing
27/11/2020,6504,512,credit,400.76,69.7,28,Email Marketing
27/11/2020,10274,504,credit,155.66,59.4,20,Email Marketing
27/11/2020,13086,509,credit,184.89,58.1,6,Email Marketing
27/11/2020,89,503,credit,171.62,16,12,Email Marketing
27/11/2020,15389,505,credit,425.14,50.5,21,Email Marketing
27/11/2020,13965,506,credit,237.46,18.2,21,Email Marketing
27/11/2020,1655,504,credit,68.73,47.5,6,Email Marketing
27/11/2020,7204,514,credit,877.31,28.5,28,Email Marketing
27/11/2020,18948,513,credit,445.07,53.5,21,Email Marketing
27/11/2020,5547,502,credit,662.11,35.2,71,Email Marketing
27/11/2020,12576,509,credit,102.09,56.7,9,Email Marketing
